seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr14	89258672	89259977	1306	*	40.1972	40.1972	0	not	6	Promoter (<=1kb)	14	89078775	89259096	180322	2	ENSG00000165521	0	161436	EML5	EMAP like 5	0
chr1	37979829	37981126	1298	*	40.1981	40.1981	0	not	6	Promoter (<=1kb)	1	37958176	37980375	22200	2	ENSG00000163875	0	64769	MEAF6	MYST/Esa1 associated factor 6	0
chr19	13953130	13954403	1274	*	40.2012	40.2012	0	not	6	Distal Intergenic	19	13947401	13947473	73	2	ENSG00000207980	-5657	407010	MIR23A	microRNA 23a	5657
chr12	31521560	31523071	1512	*	39.7467	40.2046	0	not	6	Promoter (<=1kb)	12	31516415	31522235	5821	2	ENSG00000256232	0	101929027	LINC02387	long intergenic non-protein coding RNA 2387	0
chr3	129352308	129353487	1180	*	40.2051	40.2051	0	not	6	Promoter (<=1kb)	3	129350862	129351335	474	2	ENSG00000248659	-973	NA	NA	NA	973
chr15	45020225	45021808	1584	*	40.2058	40.2058	1	overlapTSS	6	Promoter (<=1kb)	15	45021186	45060027	38842	1	ENSG00000185880	0	140691	TRIM69	tripartite motif containing 69	0
chr20	47847037	47848006	970	*	40.2064	40.2064	0	not	6	Exon (ENST00000493252/ENSG00000124228, exon 6 of 8)	20	47835884	47860614	24731	1	ENSG00000124228	11153	55661	DDX27	DEAD-box helicase 27	11153
chr14	68282907	68284100	1194	*	40.2079	40.2079	0	not	6	Promoter (<=1kb)	14	68194091	68283307	89217	2	ENSG00000072121	0	23503	ZFYVE26	zinc finger FYVE-type containing 26	0
chrX	154033025	154034240	1216	*	40.2082	40.2082	0	not	6	5' UTR	23	154045374	154045676	303	2	ENSG00000229237	11436	NA	NA	NA	11436
chr1	959484	960755	1272	*	40.2092	40.2092	0	not	6	Intron (ENST00000379370/ENSG00000188157, intron 2 of 35)	1	955503	991496	35994	1	ENSG00000188157	3981	375790	AGRN	agrin	3981
chr1	87793345	87794882	1538	*	39.2389	40.2125	1	overlapTSS	6	Promoter (<=1kb)	1	87794151	87814606	20456	1	ENSG00000143013	0	8543	LMO4	LIM domain only 4	0
chr3	72640479	72642056	1578	*	39.3468	40.2145	0	not	6	Distal Intergenic	3	72632521	72632686	166	1	ENSG00000239568	7958	NA	NA	NA	7958
chr9	139840035	139841162	1128	*	39.5789	40.2147	1	overlapTSS	6	Promoter (<=1kb)	9	139839698	139841426	1729	1	ENSG00000176919	337	733	C8G	complement C8 gamma chain	337
chr19	1825912	1827187	1276	*	40.2161	40.2161	0	not	6	Exon (ENST00000170168/ENSG00000079313, exon 2 of 16)	19	1822088	1824544	2457	1	ENSG00000267244	3824	100288123	LOC100288123	uncharacterized LOC100288123	3824
chr10	48354412	48355545	1134	*	40.2164	40.2164	2	overlapTSS	6	Promoter (<=1kb)	10	48355024	48373866	18843	1	ENSG00000165388	0	NA	NA	NA	0
chr6	135503319	135504840	1522	*	39.4518	40.2166	13	overlapTSS	6	Promoter (<=1kb)	6	135502453	135540311	37859	1	ENSG00000118513	866	4602	MYB	MYB proto-oncogene, transcription factor	866
chr4	169991167	169992740	1574	*	39.7009	40.2168	0	not	6	Distal Intergenic	4	169931581	169932090	510	1	ENSG00000251445	59586	NA	NA	NA	59586
chr1	224690658	224692019	1362	*	40.217	40.217	0	not	6	Intron (ENST00000471578/ENSG00000143786, intron 1 of 5)	1	224572845	224624735	51891	2	ENSG00000162923	-65923	80232	WDR26	WD repeat domain 26	65923
chr4	17512916	17514277	1362	*	40.2181	40.2181	0	not	6	Promoter (<=1kb)	4	17461884	17513857	51974	2	ENSG00000151552	0	5860	QDPR	quinoid dihydropteridine reductase	0
chr1	247218090	247219017	928	*	40.2183	40.2183	0	not	6	Intron (ENST00000465049/ENSG00000135747, intron 1 of 6)	1	247206093	247207323	1231	1	ENSG00000215796	11997	NA	NA	NA	11997
chr4	186123319	186124212	894	*	40.2211	40.2211	2	overlapTSS	6	Promoter (1-2kb)	4	186125391	186291339	165949	1	ENSG00000109762	-1179	83891	SNX25	sorting nexin 25	1179
chr4	95372477	95373776	1300	*	40.2223	40.2223	10	overlapTSS	6	Promoter (<=1kb)	4	95373037	95589377	216341	1	ENSG00000163110	0	10611	PDLIM5	PDZ and LIM domain 5	0
chr1	64970554	64972139	1586	*	39.9971	40.2234	1	overlapTSS	6	Exon (ENST00000495994/ENSG00000158966, exon 1 of 26)	1	64936428	65158741	222314	1	ENSG00000158966	34126	57685	CACHD1	cache domain containing 1	34126
chr12	21809900	21811483	1584	*	39.9476	40.2258	0	not	6	5' UTR	12	21815247	21912966	97720	1	ENSG00000256615	-3764	NA	NA	NA	3764
chr22	42764745	42765880	1136	*	40.2259	40.2259	0	not	6	Promoter (<=1kb)	22	42760406	42765242	4837	2	ENSG00000229891	0	102723775	LINC01315	long intergenic non-protein coding RNA 1315	0
chr3	180629811	180631396	1586	*	40.1246	40.2287	7	overlapTSS	6	5' UTR	3	180605465	180605863	399	2	ENSG00000213157	-23948	NA	NA	NA	23948
chr10	120101155	120102324	1170	*	40.2294	40.2294	1	overlapTSS	6	Promoter (<=1kb)	10	120065401	120101840	36440	2	ENSG00000165669	0	63877	FAM204A	family with sequence similarity 204 member A	0
chr19	49149066	49150423	1358	*	40.2299	40.2299	0	not	6	Promoter (<=1kb)	19	49141199	49149569	8371	2	ENSG00000063180	0	770	CA11	carbonic anhydrase 11	0
chrX	110923815	110925346	1532	*	40.1469	40.2301	10	overlapTSS	6	5' UTR	23	110913057	110913176	120	2	ENSG00000201420	-10639	NA	NA	NA	10639
chr11	126138115	126139630	1516	*	40.0423	40.2303	2	overlapTSS	6	Promoter (<=1kb)	11	126138950	126148026	9077	1	ENSG00000110074	0	55572	FOXRED1	FAD dependent oxidoreductase domain containing 1	0
chr19	37568668	37569525	858	*	40.2305	40.2305	2	overlapTSS	6	Promoter (<=1kb)	19	37566015	37569507	3493	2	ENSG00000267345	0	NA	NA	NA	0
chr6	30881233	30882642	1410	*	40.2309	40.2309	4	overlapTSS	6	5' UTR	6	30876019	30894236	18218	1	ENSG00000137411	5214	57176	VARS2	valyl-tRNA synthetase 2, mitochondrial	5214
chr3	160166931	160168510	1580	*	40.0092	40.2318	0	not	6	Promoter (<=1kb)	3	159945241	160167617	222377	2	ENSG00000248710	0	100174949	TRIM59-IFT80	TRIM59-IFT80 protein	0
chr2	169746255	169747452	1198	*	40.2326	40.2326	0	not	6	5' UTR	2	169757750	169766505	8756	1	ENSG00000152254	-10298	57818	G6PC2	glucose-6-phosphatase catalytic subunit 2	10298
chr7	139135573	139137156	1584	*	39.6557	40.2334	2	overlapTSS	6	Downstream (<1kb)	7	139133486	139133589	104	1	ENSG00000252332	2087	NA	NA	NA	2087
chr12	49581662	49583177	1516	*	40.076	40.2349	0	not	6	Promoter (<=1kb)	12	49578579	49583107	4529	2	ENSG00000167552	0	7846	TUBA1A	tubulin alpha 1a	0
chr11	60680776	60682117	1342	*	40.2264	40.2375	3	overlapTSS	6	Promoter (<=1kb)	11	60681346	60690915	9570	1	ENSG00000110108	0	79073	TMEM109	transmembrane protein 109	0
chr11	118661016	118662525	1510	*	40.2419	40.2456	1	overlapTSS	6	Promoter (<=1kb)	11	118620034	118661858	41825	2	ENSG00000110367	0	1656	DDX6	DEAD-box helicase 6	0
chr11	2720954	2721997	1044	*	40.2465	40.2465	0	not	6	Promoter (<=1kb)	11	2629558	2721224	91667	2	ENSG00000269821	0	10984	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	0
chr4	1871726	1873165	1440	*	40.247	40.247	3	overlapTSS	6	Promoter (<=1kb)	4	1873151	1983934	110784	1	ENSG00000109685	0	7468	NSD2	nuclear receptor binding SET domain protein 2	0
chr1	33222418	33223935	1518	*	39.873	40.2521	0	not	6	Intron (ENST00000401073/ENSG00000162522, intron 1 of 6)	1	33207486	33240571	33086	1	ENSG00000162522	14932	57648	KIAA1522	KIAA1522	14932
chr19	10526642	10528113	1472	*	40.2522	40.2522	1	overlapTSS	6	Promoter (<=1kb)	19	10527449	10580305	52857	1	ENSG00000065989	0	5141	PDE4A	phosphodiesterase 4A	0
chr1	205263253	205264386	1134	*	40.2535	40.2535	0	not	6	Distal Intergenic	1	205271187	205290883	19697	2	ENSG00000163545	26497	81788	NUAK2	NUAK family kinase 2	26497
chr3	126138578	126140033	1456	*	40.2544	40.2544	0	not	6	Exon (ENST00000352312/ENSG00000163885, exon 9 of 17)	3	126113782	126155399	41618	1	ENSG00000163885	24796	348807	CFAP100	cilia and flagella associated protein 100	24796
chr8	52810622	52812167	1546	*	39.8507	40.2545	1	overlapTSS	6	Promoter (<=1kb)	8	52730140	52811735	81596	2	ENSG00000168300	0	115294	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0
chr5	102455307	102456738	1432	*	39.8175	40.2555	3	overlapTSS	6	Promoter (<=1kb)	5	102421704	102455855	34152	2	ENSG00000145723	0	54826	GIN1	gypsy retrotransposon integrase 1	0
chr1	228944797	228946336	1540	*	39.908	40.2583	0	not	6	Distal Intergenic	1	228912059	228912612	554	1	ENSG00000271475	32738	NA	NA	NA	32738
chr16	3549784	3551369	1586	*	39.7296	40.2585	3	overlapTSS	6	Promoter (<=1kb)	16	3550924	3589048	38125	1	ENSG00000103351	0	23059	CLUAP1	clusterin associated protein 1	0
chr17	4633945	4635480	1536	*	40.2588	40.2588	8	overlapTSS	6	Promoter (<=1kb)	17	4634723	4636905	2183	1	ENSG00000161920	0	400569	MED11	mediator complex subunit 11	0
chr20	42983451	42984986	1536	*	39.8433	40.2602	4	overlapTSS	6	Promoter (<=1kb)	20	42984340	43061485	77146	1	ENSG00000101076	0	3172	HNF4A	hepatocyte nuclear factor 4 alpha	0
chr5	141930765	141932088	1324	*	40.2624	40.2624	0	not	6	Intron (ENST00000443800/ENSG00000231185, intron 2 of 3)	5	141946265	141946641	377	1	ENSG00000225147	-14177	NA	NA	NA	14177
chr10	94332732	94334289	1558	*	39.3854	40.2629	0	not	6	Promoter (<=1kb)	10	94211441	94333833	122393	2	ENSG00000119912	0	3416	IDE	insulin degrading enzyme	0
chr2	158484608	158486143	1536	*	40.1801	40.264	0	not	6	Promoter (<=1kb)	2	158383279	158485517	102239	2	ENSG00000123612	0	130399	ACVR1C	activin A receptor type 1C	0
chr11	70269918	70270959	1042	*	40.2648	40.2648	0	not	6	Intron (ENST00000346329/ENSG00000085733, intron 11 of 16)	11	70218352	70244594	26243	2	ENSG00000246889	-25324	NA	NA	NA	25324
chr11	59577482	59578977	1496	*	40.1673	40.265	0	not	6	Promoter (<=1kb)	11	59573608	59578345	4738	2	ENSG00000166902	0	54948	MRPL16	mitochondrial ribosomal protein L16	0
chr9	134224961	134226542	1582	*	40.2671	40.2671	0	not	6	Distal Intergenic	9	134269480	134375584	106105	1	ENSG00000130723	-42938	84726	PRRC2B	proline rich coiled-coil 2B	42938
chr14	21571316	21572837	1522	*	39.6246	40.2673	0	not	6	Promoter (<=1kb)	14	21558205	21572881	14677	2	ENSG00000165804	44	51222	ZNF219	zinc finger protein 219	44
chr7	6523249	6524352	1104	*	40.2683	40.2683	0	not	6	Promoter (<=1kb)	7	6485584	6523873	38290	2	ENSG00000136240	0	11014	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	0
chr4	111119079	111120632	1554	*	39.7597	40.2705	0	not	6	Promoter (<=1kb)	4	110967002	111120355	153354	2	ENSG00000170522	0	79071	ELOVL6	ELOVL fatty acid elongase 6	0
chr10	103535853	103537374	1522	*	40.2503	40.2728	0	not	6	Promoter (<=1kb)	10	103529899	103535854	5956	2	ENSG00000107831	0	2253	FGF8	fibroblast growth factor 8	0
chr16	50099405	50100972	1568	*	40.104	40.2776	1	overlapTSS	6	Promoter (<=1kb)	16	50099852	50140298	40447	1	ENSG00000155393	0	55027	HEATR3	HEAT repeat containing 3	0
chr7	2393340	2394869	1530	*	40.2787	40.2787	2	overlapTSS	6	Promoter (<=1kb)	7	2393721	2420380	26660	1	ENSG00000106263	0	8662	EIF3B	eukaryotic translation initiation factor 3 subunit B	0
chr16	56552923	56554370	1448	*	40.2792	40.2792	0	not	6	Promoter (<=1kb)	16	56500748	56554195	53448	2	ENSG00000125124	0	583	BBS2	Bardet-Biedl syndrome 2	0
chr19	4909604	4910529	926	*	40.2798	40.2798	6	overlapTSS	6	Exon (ENST00000591733/ENSG00000034063, exon 1 of 17)	19	4903092	4962165	59074	1	ENSG00000034063	6512	NA	NA	NA	6512
chr16	70487935	70489442	1508	*	39.2991	40.2835	3	overlapTSS	6	Promoter (<=1kb)	16	70488324	70514177	25854	1	ENSG00000157353	0	197258	FCSK	fucose kinase	0
chr9	72374214	72375761	1548	*	40.1127	40.285	0	not	6	Promoter (<=1kb)	9	72324438	72374875	50438	2	ENSG00000188647	0	375743	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	0
chr12	63328003	63329558	1556	*	39.6718	40.2865	1	overlapTSS	6	Promoter (<=1kb)	12	63037762	63328817	291056	2	ENSG00000111110	0	57460	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	0
chr5	118303736	118305247	1512	*	40.2881	40.2881	0	not	6	Intron (ENST00000304058/ENSG00000169570, intron 1 of 5)	5	118309491	118309817	327	1	ENSG00000197744	-4244	NA	NA	NA	4244
chr13	41254671	41256240	1570	*	38.9623	40.2889	0	not	6	Distal Intergenic	13	41129804	41240734	110931	2	ENSG00000150907	-13937	2308	FOXO1	forkhead box O1	13937
chr8	70744674	70746215	1542	*	39.7022	40.2898	2	overlapTSS	6	Promoter (<=1kb)	8	70746346	70767206	20861	1	ENSG00000246528	-131	101929759	LOC101929759	uncharacterized LOC101929759	131
chr19	9937865	9939016	1152	*	40.2909	40.2909	5	overlapTSS	6	Promoter (<=1kb)	19	9920943	9938492	17550	2	ENSG00000127452	0	54850	FBXL12	F-box and leucine rich repeat protein 12	0
chr19	46385521	46387088	1568	*	39.9086	40.2909	1	overlapTSS	6	3' UTR	19	46386866	46389376	2511	2	ENSG00000170604	2288	26145	IRF2BP1	interferon regulatory factor 2 binding protein 1	2288
chr15	69744505	69746060	1556	*	39.8468	40.2916	3	overlapTSS	6	Promoter (<=1kb)	15	69745123	69748255	3133	1	ENSG00000137818	0	6176	RPLP1	ribosomal protein lateral stalk subunit P1	0
chr9	140907363	140908762	1400	*	40.2926	40.2926	0	not	6	5' UTR	9	140762377	140787022	24646	2	ENSG00000203987	-120341	100133077	LOC100133077	uncharacterized LOC100133077	120341
chr14	103049422	103050941	1520	*	39.8309	40.2927	1	overlapTSS	6	Promoter (<=1kb)	14	103049227	103049514	288	2	ENSG00000239224	0	NA	NA	NA	0
chrX	133506588	133507825	1238	*	40.2942	40.2942	5	overlapTSS	6	Promoter (<=1kb)	23	133507283	133562820	55538	1	ENSG00000156531	0	84295	PHF6	PHD finger protein 6	0
chr19	3984874	3985863	990	*	40.2757	40.2968	0	not	6	Promoter (<=1kb)	19	3976054	3985467	9414	2	ENSG00000167658	0	1938	EEF2	eukaryotic translation elongation factor 2	0
chr12	8112431	8114008	1578	*	39.7303	40.2974	0	not	6	Distal Intergenic	12	8128855	8128956	102	1	ENSG00000206636	-14847	NA	NA	NA	14847
chr19	4310374	4311377	1004	*	40.2982	40.2982	0	not	6	Exon (ENST00000221856/ENSG00000105255, exon 6 of 13)	19	4304597	4323840	19244	1	ENSG00000105255	5777	79187	FSD1	fibronectin type III and SPRY domain containing 1	5777
chr2	10974967	10976300	1334	*	40.2983	40.2983	0	not	6	Promoter (1-2kb)	2	10923517	10978103	54587	2	ENSG00000143870	1803	10130	PDIA6	protein disulfide isomerase family A member 6	1803
chr17	40831133	40832364	1232	*	40.2486	40.3008	3	overlapTSS	6	Promoter (<=1kb)	17	40831981	40834038	2058	1	ENSG00000267042	0	NA	NA	NA	0
chr17	36995959	36997488	1530	*	39.5838	40.3019	0	not	6	Promoter (<=1kb)	17	36991341	36997708	6368	2	ENSG00000214556	220	NA	NA	NA	220
chr21	44391042	44392603	1562	*	39.8466	40.3028	0	not	6	Distal Intergenic	21	44394620	44453691	59072	1	ENSG00000160199	-2017	5316	PKNOX1	PBX/knotted 1 homeobox 1	2017
chr5	170921442	170922687	1246	*	40.3039	40.3039	0	not	6	Distal Intergenic	5	170846660	170884627	37968	1	ENSG00000156427	74782	8817	FGF18	fibroblast growth factor 18	74782
chr5	159826272	159827477	1206	*	40.3044	40.3044	1	overlapTSS	6	Promoter (<=1kb)	5	159820155	159827104	6950	2	ENSG00000221886	0	63920	ZBED8	zinc finger BED-type containing 8	0
chr12	108955731	108957184	1454	*	40.0312	40.3047	7	overlapTSS	6	Promoter (<=1kb)	12	108956358	108963160	6803	1	ENSG00000136003	0	23479	ISCU	iron-sulfur cluster assembly enzyme	0
chr6	7672721	7674106	1386	*	40.3052	40.3052	0	not	6	Distal Intergenic	6	7620655	7621111	457	1	ENSG00000236512	52066	NA	NA	NA	52066
chr11	9551322	9552903	1582	*	39.42	40.3072	0	not	6	Distal Intergenic	11	9595228	9615004	19777	1	ENSG00000166483	-42325	7465	WEE1	WEE1 G2 checkpoint kinase	42325
chr19	1173833	1174738	906	*	40.3101	40.3101	0	not	6	Promoter (<=1kb)	19	1107636	1174282	66647	2	ENSG00000064932	0	22904	SBNO2	strawberry notch homolog 2	0
chr16	88875802	88877379	1578	*	39.719	40.3128	3	overlapTSS	6	Promoter (<=1kb)	16	88875747	88878352	2606	2	ENSG00000198931	973	353	APRT	adenine phosphoribosyltransferase	973
chr1	16552891	16554190	1300	*	40.3157	40.3157	2	overlapTSS	6	Promoter (<=1kb)	1	16542404	16554522	12119	2	ENSG00000237276	332	NA	NA	NA	332
chr11	65260954	65262033	1080	*	40.3171	40.3171	0	not	6	Distal Intergenic	11	65265233	65273940	8708	1	ENSG00000251562	-3200	378938	MALAT1	metastasis associated lung adenocarcinoma transcript 1	3200
chr15	101625990	101627083	1094	*	40.3175	40.3175	0	not	6	Promoter (<=1kb)	15	101590937	101626271	35335	2	ENSG00000259755	0	NA	NA	NA	0
chr2	20314719	20316274	1556	*	40.2381	40.3191	0	not	6	Distal Intergenic	2	20263617	20306590	42974	2	ENSG00000234378	-8129	NA	NA	NA	8129
chr1	28626284	28627301	1018	*	40.3245	40.3245	0	not	6	Distal Intergenic	1	28655513	28662476	6964	1	ENSG00000130772	-28212	54797	MED18	mediator complex subunit 18	28212
chr2	208662678	208664217	1540	*	40.2074	40.3282	0	not	6	Distal Intergenic	2	208686014	208687493	1480	2	ENSG00000244567	23276	NA	NA	NA	23276
chr4	49105878	49107453	1576	*	39.4606	40.3285	0	not	6	Distal Intergenic	4	49018699	49019171	473	2	ENSG00000225455	-86707	NA	NA	NA	86707
chr15	72667635	72668992	1358	*	40.329	40.329	1	overlapTSS	6	Promoter (<=1kb)	15	72635775	72668817	33043	2	ENSG00000213614	0	3073	HEXA	hexosaminidase subunit alpha	0
chr6	84802771	84803850	1080	*	40.3291	40.3291	0	not	6	Distal Intergenic	6	84743475	84800600	57126	1	ENSG00000135324	59296	112609	MRAP2	melanocortin 2 receptor accessory protein 2	59296
chr19	57018710	57019919	1210	*	40.331	40.331	2	overlapTSS	6	Promoter (<=1kb)	19	57019212	57041590	22379	1	ENSG00000196263	0	57573	ZNF471	zinc finger protein 471	0
chr12	49363325	49364492	1168	*	40.3306	40.3313	0	not	6	Promoter (1-2kb)	12	49359123	49365546	6424	2	ENSG00000169884	1054	7480	WNT10B	Wnt family member 10B	1054
chr3	156876800	156878213	1414	*	39.8846	40.3316	1	overlapTSS	6	Promoter (<=1kb)	3	156864297	156878549	14253	2	ENSG00000163660	336	57018	CCNL1	cyclin L1	336
chr9	131058185	131059722	1538	*	40.0337	40.3323	0	not	6	Distal Intergenic	9	131062367	131064212	1846	1	ENSG00000268211	-2645	NA	NA	NA	2645
chr11	36530725	36532192	1468	*	39.7543	40.3324	1	overlapTSS	6	Promoter (<=1kb)	11	36508577	36531822	23246	2	ENSG00000175104	0	7189	TRAF6	TNF receptor associated factor 6	0
chr1	205180030	205181253	1224	*	40.3331	40.3331	0	not	6	Promoter (<=1kb)	1	205111632	205180727	69096	2	ENSG00000133059	0	25778	DSTYK	dual serine/threonine and tyrosine protein kinase	0
chr19	46180386	46181531	1146	*	40.3355	40.3355	0	not	6	3' UTR	19	46178186	46178282	97	1	ENSG00000207773	2200	693227	MIR642A	microRNA 642a	2200
chr6	37104387	37105956	1570	*	39.69	40.3355	0	not	6	Distal Intergenic	6	37137979	37143202	5224	1	ENSG00000137193	-32023	5292	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	32023
chr9	34522274	34523785	1512	*	40.3359	40.3359	2	overlapTSS	6	Promoter (<=1kb)	9	34521038	34523039	2002	2	ENSG00000168913	0	375704	ENHO	energy homeostasis associated	0
chr16	3071593	3073150	1558	*	39.6534	40.3373	12	overlapTSS	6	Promoter (<=1kb)	16	3074028	3077756	3729	1	ENSG00000131652	-878	79228	THOC6	THO complex 6	878
chr3	141655670	141657021	1352	*	40.3374	40.3374	1	overlapTSS	6	Distal Intergenic	3	141663270	141666233	2964	2	ENSG00000269905	9212	NA	NA	NA	9212
chr17	73072775	73074350	1576	*	39.5637	40.3378	0	not	6	Exon (ENST00000455685/ENSG00000232724, exon 4 of 4)	17	73070401	73075644	5244	1	ENSG00000232724	2374	NA	NA	NA	2374
chr2	85842777	85843928	1152	*	40.3413	40.3413	4	overlapTSS	6	5' UTR	2	85833777	85839189	5413	2	ENSG00000168887	-3588	388969	C2orf68	chromosome 2 open reading frame 68	3588
chr2	133023465	133025018	1554	*	39.3366	40.3424	0	not	6	Distal Intergenic	2	133019901	133020615	715	1	ENSG00000233786	3564	NA	NA	NA	3564
chr12	58329425	58330532	1108	*	40.3433	40.3433	1	overlapTSS	6	Promoter (<=1kb)	12	58325311	58329958	4648	2	ENSG00000257698	0	100506844	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression	0
chr17	16930977	16932100	1124	*	40.3444	40.3444	1	overlapTSS	6	Distal Intergenic	17	16915228	16918304	3077	2	ENSG00000260328	-12673	NA	NA	NA	12673
chr1	1366966	1368007	1042	*	40.3318	40.3448	2	overlapTSS	6	Promoter (1-2kb)	1	1365919	1369953	4035	2	ENSG00000225285	1946	NA	NA	NA	1946
chr7	2145090	2146481	1392	*	40.3451	40.3451	0	not	6	Intron (ENST00000402746/ENSG00000002822, intron 9 of 16)	7	1855429	2272878	417450	2	ENSG00000002822	126397	8379	MAD1L1	mitotic arrest deficient 1 like 1	126397
chr20	48687443	48688406	964	*	40.3455	40.3455	0	not	6	Distal Intergenic	20	48657253	48658041	789	2	ENSG00000231265	-29402	NA	NA	NA	29402
chr12	96252002	96253183	1182	*	40.3484	40.3484	3	overlapTSS	6	Promoter (<=1kb)	12	96252706	96297606	44901	1	ENSG00000139343	0	6636	SNRPF	small nuclear ribonucleoprotein polypeptide F	0
chr1	153630442	153632027	1586	*	40.3489	40.3489	1	overlapTSS	6	Promoter (<=1kb)	1	153631130	153634306	3177	1	ENSG00000143553	0	23557	SNAPIN	SNAP associated protein	0
chr14	74110959	74112288	1330	*	40.3508	40.3508	4	overlapTSS	6	Promoter (<=1kb)	14	74111578	74170435	58858	1	ENSG00000119661	0	83544	DNAL1	dynein axonemal light chain 1	0
chr5	138774527	138775650	1124	*	40.3512	40.3512	0	not	6	5' UTR	5	138744279	138780180	35902	2	ENSG00000170464	4530	202052	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	4530
chrX	134232175	134233522	1348	*	40.3512	40.3512	0	not	6	Promoter (<=1kb)	23	134229058	134232664	3607	2	ENSG00000196972	0	644596	SMIM10L2B	small integral membrane protein 10 like 2B	0
chr3	62859147	62860722	1576	*	40.1654	40.3527	0	not	6	Promoter (<=1kb)	3	62384022	62861054	477033	2	ENSG00000163618	332	8618	CADPS	calcium dependent secretion activator	332
chr9	97853454	97854927	1474	*	40.354	40.354	0	not	6	Distal Intergenic	9	97848296	97848376	81	2	ENSG00000207617	-5078	100422842	MIR3074	microRNA 3074	5078
chr1	19536165	19537526	1362	*	40.3576	40.3576	1	overlapTSS	6	Promoter (<=1kb)	1	19401000	19536770	135771	2	ENSG00000127481	0	23352	UBR4	ubiquitin protein ligase E3 component n-recognin 4	0
chr2	74684051	74685538	1488	*	39.6196	40.3615	6	overlapTSS	6	Promoter (<=1kb)	2	74685456	74688018	2563	1	ENSG00000239779	0	23559	WBP1	WW domain binding protein 1	0
chr9	116171982	116173469	1488	*	39.8031	40.3615	2	overlapTSS	6	Promoter (<=1kb)	9	116169515	116172952	3438	2	ENSG00000148229	0	54107	POLE3	DNA polymerase epsilon 3, accessory subunit	0
chr12	132366876	132368399	1524	*	39.8374	40.3634	0	not	6	Distal Intergenic	12	132379196	132407712	28517	1	ENSG00000177169	-10797	8408	ULK1	unc-51 like autophagy activating kinase 1	10797
chr5	115176835	115178392	1558	*	40.2505	40.3636	1	overlapTSS	6	Promoter (<=1kb)	5	115163893	115177555	13663	2	ENSG00000145782	0	9140	ATG12	autophagy related 12	0
chr20	3732258	3733539	1282	*	40.3648	40.3648	2	overlapTSS	6	3' UTR	20	3734155	3749034	14880	2	ENSG00000101220	15495	54976	C20orf27	chromosome 20 open reading frame 27	15495
chr9	124048851	124050386	1536	*	39.7089	40.3662	2	overlapTSS	6	Promoter (1-2kb)	9	124043046	124047808	4763	2	ENSG00000235865	-1043	57000	GSN-AS1	GSN antisense RNA 1	1043
chr1	1368263	1369794	1532	*	40.3646	40.3675	2	overlapTSS	6	Promoter (<=1kb)	1	1365919	1369953	4035	2	ENSG00000225285	159	NA	NA	NA	159
chr17	78428136	78429299	1164	*	40.3676	40.3676	1	overlapTSS	6	Promoter (<=1kb)	17	78427535	78428529	995	2	ENSG00000260369	0	NA	NA	NA	0
chr19	44171710	44173293	1584	*	39.0849	40.369	0	not	6	Promoter (1-2kb)	19	44150247	44174699	24453	2	ENSG00000011422	1406	5329	PLAUR	plasminogen activator, urokinase receptor	1406
chr1	151917842	151918895	1054	*	40.3713	40.3713	1	overlapTSS	6	Distal Intergenic	1	151921999	151923388	1390	2	ENSG00000223810	4493	NA	NA	NA	4493
chr16	1428680	1429599	920	*	40.3736	40.3736	1	overlapTSS	6	Promoter (<=1kb)	16	1429290	1429424	135	2	ENSG00000265529	0	NA	NA	NA	0
chr1	161168182	161169541	1360	*	40.1015	40.3751	1	overlapTSS	6	Promoter (<=1kb)	1	161154098	161168846	14749	2	ENSG00000158859	0	9507	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	0
chr15	100466087	100467256	1170	*	40.3766	40.3766	0	not	6	Distal Intergenic	15	100510420	100514215	3796	1	ENSG00000254744	-43164	NA	NA	NA	43164
chr5	177547690	177548753	1064	*	40.3792	40.3792	0	not	6	Exon (ENST00000274605/ENSG00000145911, exon 3 of 5)	5	177540444	177553088	12645	1	ENSG00000145911	7246	23138	N4BP3	NEDD4 binding protein 3	7246
chr2	44222254	44223745	1492	*	40.0018	40.38	0	not	6	Promoter (<=1kb)	2	44113647	44223144	109498	2	ENSG00000138095	0	10128	LRPPRC	leucine rich pentatricopeptide repeat containing	0
chr5	72251087	72252642	1556	*	40.3802	40.3802	5	overlapTSS	6	Promoter (<=1kb)	5	72251808	72386349	134542	1	ENSG00000157107	0	115548	FCHO2	FCH and mu domain containing endocytic adaptor 2	0
chr14	105559721	105560972	1252	*	40.3805	40.3805	2	overlapTSS	6	Promoter (<=1kb)	14	105559946	105565341	5396	1	ENSG00000257556	0	NA	NA	NA	0
