seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr2	24272059	24273046	988	*	34.8693	34.8693	3	overlapTSS	6	Promoter (<=1kb)	2	24272571	24286551	13981	1	ENSG00000119782	0	2281	FKBP1B	FKBP prolyl isomerase 1B	0
chr17	37362507	37363802	1296	*	34.87	34.87	0	not	6	Downstream (2-3kb)	17	37356536	37360980	4445	1	ENSG00000108298	5971	6143	RPL19	ribosomal protein L19	5971
chr19	48103137	48104328	1192	*	34.8706	34.8706	0	not	6	Distal Intergenic	19	48110781	48236355	125575	1	ENSG00000268746	-6453	NA	NA	NA	6453
chr8	10710810	10711919	1110	*	34.8718	34.8718	1	overlapTSS	6	Distal Intergenic	8	10698086	10704011	5926	1	ENSG00000253695	12724	NA	NA	NA	12724
chr10	102132673	102133766	1094	*	34.8725	34.8725	6	overlapTSS	6	Promoter (<=1kb)	10	102133372	102143125	9754	1	ENSG00000235823	0	90271	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA	0
chr1	3138482	3139571	1090	*	34.8726	34.8726	0	not	6	Intron (ENST00000511072/ENSG00000142611, intron 2 of 15)	1	3223200	3226660	3461	2	ENSG00000272235	87089	NA	NA	NA	87089
chr5	139256181	139257762	1582	*	34.3492	34.8813	0	not	6	Intron (ENST00000541337/ENSG00000158458, intron 3 of 7)	5	139227875	139235974	8100	1	ENSG00000250692	28306	NA	NA	NA	28306
chr9	138248038	138249467	1430	*	34.8263	34.8833	0	not	6	Distal Intergenic	9	138244530	138246066	1537	1	ENSG00000235572	3508	NA	NA	NA	3508
chr11	115451576	115452817	1242	*	34.8834	34.8836	1	overlapTSS	6	Promoter (<=1kb)	11	115453015	115471057	18043	1	ENSG00000255689	-198	NA	NA	NA	198
chr14	74226636	74227581	946	*	34.8861	34.8861	1	overlapTSS	6	Promoter (1-2kb)	14	74225450	74225522	73	1	ENSG00000264741	1186	100616158	MIR4505	microRNA 4505	1186
chr17	37350472	37351657	1186	*	34.5714	34.8862	0	not	6	Exon (ENST00000394303/ENSG00000067191, exon 2 of 14)	17	37329709	37353956	24248	2	ENSG00000067191	2299	782	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	2299
chr16	67570674	67571553	880	*	34.8861	34.8863	2	overlapTSS	6	5' UTR	16	67572460	67574009	1550	2	ENSG00000261396	2456	NA	NA	NA	2456
chr11	47376495	47377480	986	*	34.8878	34.8878	3	overlapTSS	6	3' UTR	11	47352957	47374253	21297	2	ENSG00000134571	-2242	4607	MYBPC3	myosin binding protein C, cardiac	2242
chr9	133358728	133359543	816	*	34.8878	34.8878	0	not	6	Intron (ENST00000352480/ENSG00000130707, intron 11 of 14)	9	133325241	133325342	102	1	ENSG00000238298	33487	NA	NA	NA	33487
chr6	32939068	32940499	1432	*	34.8887	34.8887	5	overlapTSS	6	Promoter (<=1kb)	6	32939842	32940630	789	2	ENSG00000263756	131	NA	NA	NA	131
chr12	133562371	133563556	1186	*	34.8889	34.8889	1	overlapTSS	6	Promoter (<=1kb)	12	133562951	133589154	26204	1	ENSG00000198393	0	7574	ZNF26	zinc finger protein 26	0
chr10	127468235	127469660	1426	*	34.7995	34.8917	0	not	6	Distal Intergenic	10	127455022	127464390	9369	2	ENSG00000154485	-3845	118856	MMP21	matrix metallopeptidase 21	3845
chr1	27707674	27708637	964	*	34.8917	34.8923	0	not	6	Promoter (1-2kb)	1	27705666	27709870	4205	2	ENSG00000174950	1233	388611	CD164L2	CD164 molecule like 2	1233
chr19	8942909	8944078	1170	*	34.8968	34.8968	2	overlapTSS	6	Promoter (<=1kb)	19	8920380	8943004	22625	2	ENSG00000167785	0	148156	ZNF558	zinc finger protein 558	0
chr18	44235139	44236150	1012	*	34.8993	34.8993	0	not	6	Promoter (<=1kb)	18	44056935	44236996	180062	2	ENSG00000167210	846	125336	LOXHD1	lipoxygenase homology domains 1	846
chr16	86368970	86370197	1228	*	34.9011	34.9011	0	not	6	Exon (ENST00000600892/ENSG00000168367, exon 2 of 5)	16	86380993	86383217	2225	1	ENSG00000269826	-10796	NA	NA	NA	10796
chr14	101006646	101007615	970	*	34.9012	34.9012	1	overlapTSS	6	Promoter (1-2kb)	14	101005276	101006746	1471	1	ENSG00000259031	1370	NA	NA	NA	1370
chr11	133815039	133816608	1570	*	34.0491	34.9048	0	not	6	Exon (ENST00000533871/ENSG00000080854, exon 2 of 20)	11	133826696	133826764	69	2	ENSG00000264674	10156	NA	NA	NA	10156
chr11	126335118	126336539	1422	*	34.3458	34.9074	0	not	6	Intron (ENST00000525144/ENSG00000149571, intron 5 of 16)	11	126413842	126480843	67002	1	ENSG00000257271	-77303	NA	NA	NA	77303
chr8	144482737	144483990	1254	*	34.9086	34.9086	0	not	6	Distal Intergenic	8	144494919	144499224	4306	1	ENSG00000253931	-10929	NA	NA	NA	10929
chr19	57182667	57183552	886	*	34.912	34.912	1	overlapTSS	6	Promoter (<=1kb)	19	57174020	57183151	9132	2	ENSG00000127903	0	90485	ZNF835	zinc finger protein 835	0
chr1	166845192	166846123	932	*	34.9121	34.9121	0	not	6	Promoter (<=1kb)	1	166825747	166845564	19818	2	ENSG00000152382	0	117143	TADA1	transcriptional adaptor 1	0
chr22	19729071	19730642	1572	*	34.2381	34.9127	0	not	6	Distal Intergenic	22	19744226	19771116	26891	1	ENSG00000184058	-13584	6899	TBX1	T-box transcription factor 1	13584
chr9	127601727	127602700	974	*	34.9131	34.9136	0	not	6	Distal Intergenic	9	127615755	127620160	4406	1	ENSG00000136918	-13055	401551	WDR38	WD repeat domain 38	13055
chr19	11404235	11405282	1048	*	34.9067	34.914	4	overlapTSS	6	Promoter (1-2kb)	19	11406824	11437672	30849	1	ENSG00000130167	-1542	26526	TSPAN16	tetraspanin 16	1542
chr2	120222093	120223254	1162	*	34.9142	34.9142	0	not	6	Intron (ENST00000019103/ENSG00000080293, intron 5 of 12)	2	120234024	120244922	10899	1	ENSG00000231013	-10770	107105282	LOC107105282	uncharacterized LOC107105282	10770
chr4	1480214	1481031	818	*	34.9143	34.9143	0	not	6	Distal Intergenic	4	1552011	1552299	289	1	ENSG00000272783	-70980	NA	NA	NA	70980
chr11	8384181	8385102	922	*	34.9167	34.9167	0	not	6	Distal Intergenic	11	8245851	8290263	44413	2	ENSG00000166407	-93918	4004	LMO1	LIM domain only 1	93918
chr2	26100911	26101848	938	*	34.918	34.918	0	not	6	Promoter (<=1kb)	2	25956622	26101385	144764	2	ENSG00000143970	0	55252	ASXL2	ASXL transcriptional regulator 2	0
chr9	139513211	139514412	1202	*	34.9183	34.9184	0	not	6	Distal Intergenic	9	139496967	139497062	96	1	ENSG00000252440	16244	NA	NA	NA	16244
chr11	134401045	134402572	1528	*	34.3772	34.921	0	not	6	Distal Intergenic	11	134433290	134442950	9661	1	ENSG00000254573	-30718	NA	NA	NA	30718
chr17	72594344	72595427	1084	*	34.9235	34.9235	1	overlapTSS	6	Promoter (<=1kb)	17	72595979	72603368	7390	1	ENSG00000261222	-552	NA	NA	NA	552
chr10	81159120	81160077	958	*	34.418	34.9248	0	not	6	Intron (ENST00000438554/ENSG00000235426, intron 1 of 1)	10	81142084	81169030	26947	1	ENSG00000235426	17036	NA	NA	NA	17036
chr11	111170211	111171206	996	*	34.9277	34.9277	5	overlapTSS	6	Promoter (<=1kb)	11	111169565	111179460	9896	1	ENSG00000214290	646	120376	COLCA2	colorectal cancer associated 2	646
chr19	12896915	12897982	1068	*	34.9296	34.9296	2	overlapTSS	6	Promoter (<=1kb)	19	12897942	12898006	65	1	ENSG00000263800	0	100847071	MIR5684	microRNA 5684	0
chr9	133846051	133847392	1342	*	34.9297	34.9297	0	not	6	Distal Intergenic	9	133777825	133814673	36849	2	ENSG00000130720	-31378	84929	FIBCD1	fibrinogen C domain containing 1	31378
chr14	77702770	77704047	1278	*	34.9312	34.9312	0	not	6	Exon (ENST00000298351/ENSG00000165548, exon 9 of 24)	14	77732561	77732633	73	1	ENSG00000221754	-28514	100302236	MIR1260A	microRNA 1260a	28514
chr14	103537157	103538176	1020	*	34.9319	34.9319	0	not	6	Distal Intergenic	14	103398716	103523799	125084	2	ENSG00000198752	-13358	9578	CDC42BPB	CDC42 binding protein kinase beta	13358
chr2	129080980	129082045	1066	*	34.9319	34.9319	0	not	6	Distal Intergenic	2	128994290	129076151	81862	2	ENSG00000136720	-4829	9394	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	4829
chr7	150735961	150736992	1032	*	34.9321	34.9321	0	not	6	Exon (ENST00000482899/ENSG00000197150, exon 1 of 7)	7	150745379	150749843	4465	1	ENSG00000213199	-8387	9311	ASIC3	acid sensing ion channel subunit 3	8387
chr17	40540167	40541214	1048	*	34.9332	34.9332	0	not	6	Promoter (<=1kb)	17	40465342	40540586	75245	2	ENSG00000168610	0	6774	STAT3	signal transducer and activator of transcription 3	0
chr9	123640120	123641603	1484	*	34.9337	34.9337	0	not	6	Promoter (<=1kb)	9	123617977	123639606	21630	2	ENSG00000119403	-514	26147	PHF19	PHD finger protein 19	514
chr11	61275454	61276675	1222	*	34.934	34.934	2	overlapTSS	6	Promoter (<=1kb)	11	61276272	61278482	2211	1	ENSG00000204950	0	390205	LRRC10B	leucine rich repeat containing 10B	0
chr12	108955793	108956992	1200	*	34.886	34.9369	7	overlapTSS	6	Promoter (<=1kb)	12	108956358	108963160	6803	1	ENSG00000136003	0	23479	ISCU	iron-sulfur cluster assembly enzyme	0
chr9	124505366	124506349	984	*	34.9377	34.9377	1	overlapTSS	6	Intron (ENST00000394340/ENSG00000136848, intron 3 of 5)	9	124577953	124581731	3779	2	ENSG00000261534	75382	NA	NA	NA	75382
chr11	67078042	67078939	898	*	34.9419	34.9419	0	not	6	Intron (ENST00000308127/ENSG00000172830, intron 13 of 13)	11	67070919	67080078	9160	1	ENSG00000172830	7123	54961	SSH3	slingshot protein phosphatase 3	7123
chr17	66243631	66244492	862	*	34.9425	34.9425	9	overlapTSS	6	Promoter (<=1kb)	17	66243715	66253297	9583	1	ENSG00000196704	0	51321	AMZ2	archaelysin family metallopeptidase 2	0
chr19	46233840	46234665	826	*	34.944	34.944	0	not	6	Promoter (<=1kb)	19	46213887	46234162	20276	2	ENSG00000177051	0	23403	FBXO46	F-box protein 46	0
chr10	88408157	88409632	1476	*	34.6968	34.9442	0	not	6	Distal Intergenic	10	88414314	88426605	12292	1	ENSG00000122375	-4682	94233	OPN4	opsin 4	4682
chr10	133816649	133817670	1022	*	34.9452	34.9452	0	not	6	Distal Intergenic	10	133781578	133795435	13858	2	ENSG00000176171	-21214	664	BNIP3	BCL2 interacting protein 3	21214
chr11	128765249	128766272	1024	*	34.9468	34.9468	0	not	6	Intron (ENST00000529694/ENSG00000120457, intron 1 of 2)	11	128761251	128790930	29680	1	ENSG00000120457	3998	3762	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	3998
chr2	121515549	121516672	1124	*	34.9402	34.9476	0	not	6	Intron (ENST00000482119/ENSG00000074047, intron 1 of 3)	2	121493199	121750229	257031	1	ENSG00000074047	22350	2736	GLI2	GLI family zinc finger 2	22350
chr12	53368406	53369513	1108	*	34.9512	34.9512	0	not	6	Distal Intergenic	12	53346500	53346686	187	2	ENSG00000225410	-21720	NA	NA	NA	21720
chr12	49366959	49368426	1468	*	34.9533	34.9533	1	overlapTSS	6	Promoter (<=1kb)	12	49369326	49369429	104	1	ENSG00000200303	-900	NA	NA	NA	900
chr8	143652724	143654303	1580	*	34.7531	34.9533	0	not	6	Promoter (<=1kb)	8	143648621	143653366	4746	2	ENSG00000232722	0	NA	NA	NA	0
chr14	78446995	78447874	880	*	34.9537	34.9537	0	not	6	Distal Intergenic	14	78526285	78526621	337	2	ENSG00000258421	78747	NA	NA	NA	78747
chr20	60940503	60941994	1492	*	34.9542	34.9545	0	not	6	Promoter (<=1kb)	20	60883011	60942368	59358	2	ENSG00000130702	374	3911	LAMA5	laminin subunit alpha 5	374
chr3	48541857	48543236	1380	*	34.9546	34.9569	0	not	6	Promoter (<=1kb)	3	48509197	48542259	33063	2	ENSG00000164054	0	51246	SHISA5	shisa family member 5	0
chr9	68420982	68422565	1584	*	34.5431	34.9571	0	not	6	Distal Intergenic	9	68415308	68415388	81	1	ENSG00000266017	5674	100616194	MIR4477B	microRNA 4477b	5674
chr16	85497833	85499254	1422	*	34.9594	34.9594	0	not	6	Distal Intergenic	16	85475029	85475098	70	2	ENSG00000264203	-22735	NA	NA	NA	22735
chr15	68915216	68916735	1520	*	34.9609	34.9609	0	not	6	Intron (ENST00000261861/ENSG00000103647, intron 1 of 11)	15	68871308	69020145	148838	1	ENSG00000103647	43908	10391	CORO2B	coronin 2B	43908
chr10	120788318	120789451	1134	*	34.9612	34.9612	1	overlapTSS	6	Promoter (<=1kb)	10	120789228	120793854	4627	1	ENSG00000188613	0	340719	NANOS1	nanos C2HC-type zinc finger 1	0
chr17	38573790	38574857	1068	*	34.9622	34.9622	0	not	6	Promoter (<=1kb)	17	38544768	38574202	29435	2	ENSG00000131747	0	7153	TOP2A	DNA topoisomerase II alpha	0
chr1	27247686	27248745	1060	*	34.9632	34.9632	1	overlapTSS	6	5' UTR	1	27237980	27240457	2478	2	ENSG00000131910	-7229	8431	NR0B2	nuclear receptor subfamily 0 group B member 2	7229
chr19	18168668	18169787	1120	*	34.9637	34.9637	2	overlapTSS	6	Downstream (<1kb)	19	18159447	18159900	454	1	ENSG00000243455	9221	NA	NA	NA	9221
chr21	47460295	47461210	916	*	34.9664	34.9664	0	not	6	Distal Intergenic	21	47456966	47459721	2756	1	ENSG00000224413	3329	NA	NA	NA	3329
chr8	144905227	144906278	1052	*	34.9664	34.9664	0	not	6	Exon (ENST00000524570/ENSG00000179950, exon 1 of 10)	8	144898514	144912029	13516	2	ENSG00000179950	5751	22827	PUF60	poly(U) binding splicing factor 60	5751
chr14	24846101	24847670	1570	*	34.2108	34.967	0	not	6	3' UTR	14	24834879	24848810	13932	1	ENSG00000100968	11222	4776	NFATC4	nuclear factor of activated T cells 4	11222
chr2	176962877	176963876	1000	*	34.9694	34.9694	2	overlapTSS	6	Promoter (<=1kb)	2	176964458	176966408	1951	1	ENSG00000170178	-582	3238	HOXD12	homeobox D12	582
chr11	60928120	60929031	912	*	34.9696	34.9696	0	not	6	Promoter (<=1kb)	11	60897728	60929089	31362	2	ENSG00000167987	58	55048	VPS37C	VPS37C subunit of ESCRT-I	58
chr19	48866970	48868007	1038	*	34.9699	34.9699	1	overlapTSS	6	Promoter (<=1kb)	19	48867652	48879633	11982	1	ENSG00000105467	0	23546	SYNGR4	synaptogyrin 4	0
chr14	23845256	23846759	1504	*	34.9704	34.9704	7	overlapTSS	6	Promoter (<=1kb)	14	23846017	23848981	2965	1	ENSG00000166091	0	116173	CMTM5	CKLF like MARVEL transmembrane domain containing 5	0
chr12	119418723	119419580	858	*	34.9712	34.9712	1	overlapTSS	6	Promoter (<=1kb)	12	119419300	119600856	181557	1	ENSG00000139767	0	84530	SRRM4	serine/arginine repetitive matrix 4	0
chr1	1063908	1064781	874	*	34.9749	34.9749	0	not	6	Distal Intergenic	1	1072397	1079436	7040	1	ENSG00000223823	-7616	254099	LINC01342	long intergenic non-protein coding RNA 1342	7616
chr9	35072288	35073219	932	*	34.9768	34.9768	1	overlapTSS	6	Promoter (<=1kb)	9	35056061	35073246	17186	2	ENSG00000165280	27	7415	VCP	valosin containing protein	27
chr4	781196	782727	1532	*	34.5323	34.9791	0	not	6	Intron (ENST00000304062/ENSG00000168993, intron 3 of 3)	4	756175	775637	19463	2	ENSG00000249592	-5559	100129917	LOC100129917	uncharacterized LOC100129917	5559
chr17	19265509	19266576	1068	*	34.9793	34.9793	1	overlapTSS	6	5' UTR	17	19281034	19286857	5824	1	ENSG00000166484	-14458	5598	MAPK7	mitogen-activated protein kinase 7	14458
chr5	99387161	99388734	1574	*	34.0217	34.9805	1	overlapTSS	6	Promoter (<=1kb)	5	99387624	99388301	678	2	ENSG00000270307	0	NA	NA	NA	0
chr22	49147971	49148968	998	*	34.9816	34.9816	0	not	6	Intron (ENST00000336769/ENSG00000219438, intron 3 of 3)	22	49176107	49176165	59	1	ENSG00000266887	-27139	100616415	MIR4535	microRNA 4535	27139
chr2	74405501	74406878	1378	*	34.9846	34.9846	0	not	6	Promoter (<=1kb)	2	74379655	74406025	26371	2	ENSG00000114978	0	55233	MOB1A	MOB kinase activator 1A	0
chr21	44831739	44832820	1082	*	34.9826	34.9846	2	overlapTSS	6	Downstream (1-2kb)	21	44834395	44847008	12614	2	ENSG00000142178	14188	150094	SIK1	salt inducible kinase 1	14188
chr2	242808803	242809744	942	*	34.9855	34.9855	0	not	6	Distal Intergenic	2	242811752	242815975	4224	1	ENSG00000188011	-2008	285093	RTP5	receptor transporter protein 5 (putative)	2008
chr3	10276169	10277326	1158	*	34.9862	34.9862	0	not	6	Exon (ENST00000256458/ENSG00000134070, exon 11 of 13)	3	10289707	10322902	33196	1	ENSG00000157014	-12381	9797	TATDN2	TatD DNase domain containing 2	12381
chr17	42438247	42439764	1518	*	34.4873	34.988	0	not	6	Promoter (1-2kb)	17	42430583	42441243	10661	2	ENSG00000161682	1479	284069	FAM171A2	family with sequence similarity 171 member A2	1479
chr19	45810942	45812019	1078	*	34.986	34.9881	1	overlapTSS	6	Exon (ENST00000221476/ENSG00000104879, exon 6 of 8)	19	45809672	45826235	16564	2	ENSG00000104879	14216	1158	CKM	creatine kinase, M-type	14216
chr17	45959890	45961465	1576	*	34.4493	34.9886	0	not	6	Promoter (<=1kb)	17	45956838	45959764	2927	2	ENSG00000266821	-126	NA	NA	NA	126
chr1	228079624	228080903	1280	*	34.9923	34.9923	0	not	6	Distal Intergenic	1	228129291	228129384	94	2	ENSG00000264483	48481	100847072	MIR5008	microRNA 5008	48481
chr1	201991789	201992802	1014	*	34.9939	34.9939	0	not	6	Distal Intergenic	1	201997734	201997820	87	1	ENSG00000232296	-4932	NA	NA	NA	4932
chr3	47447737	47449126	1390	*	34.9954	34.9954	0	not	6	3' UTR	3	47422501	47454931	32431	1	ENSG00000076201	25236	25930	PTPN23	protein tyrosine phosphatase non-receptor type 23	25236
chr9	124467972	124469519	1548	*	34.9011	34.9954	0	not	6	Intron (ENST00000394340/ENSG00000136848, intron 3 of 5)	9	124577953	124581731	3779	2	ENSG00000261534	112212	NA	NA	NA	112212
chr10	126915702	126916883	1182	*	34.998	34.998	0	not	6	Distal Intergenic	10	126855246	126855506	261	1	ENSG00000214298	60456	NA	NA	NA	60456
chr3	195438526	195440081	1556	*	34.0625	34.999	0	not	6	Exon (ENST00000420851/ENSG00000242086, exon 5 of 5)	3	195447753	195467994	20242	1	ENSG00000176945	-7672	200958	MUC20	mucin 20, cell surface associated	7672
chr5	174044209	174045422	1214	*	35.0002	35.0002	1	overlapTSS	6	Promoter (<=1kb)	5	174045167	174052778	7612	1	ENSG00000250256	0	NA	NA	NA	0
chr5	180074717	180075624	908	*	35.0008	35.0008	0	not	6	Promoter (<=1kb)	5	180028506	180076624	48119	2	ENSG00000037280	1000	2324	FLT4	fms related tyrosine kinase 4	1000
chr2	235382031	235382992	962	*	35.0009	35.0009	0	not	6	Distal Intergenic	2	235363801	235364427	627	2	ENSG00000232690	-17604	NA	NA	NA	17604
chr7	127808255	127809728	1474	*	35.0009	35.0009	0	not	6	Distal Intergenic	7	127847924	127847996	73	1	ENSG00000207705	-38196	406917	MIR129-1	microRNA 129-1	38196
chr9	139741431	139742952	1522	*	34.7719	35.0041	2	overlapTSS	6	Promoter (<=1kb)	9	139743176	139745488	2313	1	ENSG00000054148	-224	29085	PHPT1	phosphohistidine phosphatase 1	224
chr5	168005886	168007399	1514	*	35.0071	35.0071	0	not	6	Promoter (<=1kb)	5	167975500	168006605	31106	2	ENSG00000120137	0	79646	PANK3	pantothenate kinase 3	0
chr2	110278516	110280099	1584	*	35.0083	35.0083	0	not	6	Distal Intergenic	2	110310113	110310423	311	1	ENSG00000237916	-30014	NA	NA	NA	30014
chr18	23805934	23806853	920	*	35.0086	35.0086	2	overlapTSS	6	Promoter (<=1kb)	18	23805900	23971649	165750	1	ENSG00000141384	34	6875	TAF4B	TATA-box binding protein associated factor 4b	34
chr9	136208302	136209483	1182	*	35.011	35.011	3	overlapTSS	6	3' UTR	9	136205827	136206302	476	1	ENSG00000230064	2475	NA	NA	NA	2475
chr1	10882719	10883646	928	*	35.0129	35.0129	0	not	6	Distal Intergenic	1	10696661	10856707	160047	2	ENSG00000130940	-26012	54897	CASZ1	castor zinc finger 1	26012
chr3	98620244	98621245	1002	*	35.0129	35.0129	1	overlapTSS	6	Promoter (<=1kb)	3	98514785	98620533	105749	2	ENSG00000057019	0	131566	DCBLD2	discoidin, CUB and LCCL domain containing 2	0
chr2	191184013	191184942	930	*	35.0132	35.0132	0	not	6	5' UTR	2	191208196	191236391	28196	1	ENSG00000151689	-23254	3628	INPP1	inositol polyphosphate-1-phosphatase	23254
chr1	16064916	16066343	1428	*	35.015	35.015	1	overlapTSS	6	Promoter (1-2kb)	1	16049214	16063391	14178	2	ENSG00000237938	-1525	NA	NA	NA	1525
chr17	38107067	38107956	890	*	34.6815	35.017	1	overlapTSS	6	Distal Intergenic	17	38097727	38101000	3274	1	ENSG00000204913	9340	100505591	LRRC3C	leucine rich repeat containing 3C	9340
chr17	29783925	29784940	1016	*	35.0195	35.0195	0	not	6	Intron (ENST00000325874/ENSG00000131242, intron 3 of 14)	17	29792561	29792848	288	1	ENSG00000239595	-7621	NA	NA	NA	7621
chr2	232461653	232462746	1094	*	35.021	35.021	0	not	6	Distal Intergenic	2	232457575	232458994	1420	1	ENSG00000177673	4078	165100	TEX44	testis expressed 44	4078
chr4	8549313	8550450	1138	*	35.0213	35.0213	0	not	6	Distal Intergenic	4	8560452	8621486	61035	1	ENSG00000155269	-10002	27201	GPR78	G protein-coupled receptor 78	10002
chr10	134978137	134979170	1034	*	35.0215	35.0215	1	overlapTSS	6	Intron (ENST00000304613/ENSG00000171798, intron 1 of 29)	10	134973951	135039916	65966	1	ENSG00000171798	4186	85442	KNDC1	kinase non-catalytic C-lobe domain containing 1	4186
chr19	42892578	42894043	1466	*	35.0216	35.0219	2	overlapTSS	6	Promoter (<=1kb)	19	42891171	42894439	3269	2	ENSG00000105427	396	84518	CNFN	cornifelin	396
chr17	21274446	21275697	1252	*	35.0223	35.0223	0	not	6	Distal Intergenic	17	21279509	21323179	43671	1	ENSG00000184185	-3812	3768	KCNJ12	potassium inwardly rectifying channel subfamily J member 12	3812
chr7	47367220	47368329	1110	*	35.0244	35.0244	0	not	6	Intron (ENST00000311160/ENSG00000136205, intron 20 of 30)	7	47040218	47118726	78509	2	ENSG00000229192	-248494	NA	NA	NA	248494
chr6	31088758	31089781	1024	*	35.0245	35.0245	0	not	6	Promoter (<=1kb)	6	31082867	31088223	5357	2	ENSG00000204539	-535	1041	CDSN	corneodesmosin	535
chr1	108663820	108664997	1178	*	35.0247	35.0247	0	not	6	Distal Intergenic	1	108614104	108617141	3038	1	ENSG00000226822	49716	NA	NA	NA	49716
chrX	153640949	153642158	1210	*	35.0266	35.0266	8	overlapTSS	6	Promoter (<=1kb)	23	153629579	153640449	10871	2	ENSG00000013563	-500	1774	DNASE1L1	deoxyribonuclease 1 like 1	500
chr10	134936590	134938077	1488	*	35.0285	35.0285	0	not	6	Intron (ENST00000607359/ENSG00000197177, intron 14 of 15)	10	134958116	134958808	693	2	ENSG00000235264	20731	NA	NA	NA	20731
chr14	74712246	74713627	1382	*	35.0286	35.0287	0	not	6	Intron (ENST00000261980/ENSG00000119614, intron 3 of 4)	14	74706175	74729441	23267	1	ENSG00000119614	6071	338917	VSX2	visual system homeobox 2	6071
chr16	57438901	57440076	1176	*	35.029	35.029	1	overlapTSS	6	Promoter (<=1kb)	16	57438679	57449974	11296	1	ENSG00000102970	222	6361	CCL17	C-C motif chemokine ligand 17	222
chr20	801905	802844	940	*	35.0299	35.0299	0	not	6	Distal Intergenic	20	814358	838106	23749	1	ENSG00000125898	-11514	83541	FAM110A	family with sequence similarity 110 member A	11514
chr20	36539778	36540795	1018	*	35.0306	35.0306	0	not	6	Intron (ENST00000373458/ENSG00000132821, intron 1 of 2)	20	36531499	36573752	42254	1	ENSG00000132821	8279	128434	VSTM2L	V-set and transmembrane domain containing 2 like	8279
chr22	20230654	20231937	1284	*	35.0325	35.0325	1	overlapTSS	6	Exon (ENST00000425986/ENSG00000040608, exon 1 of 2)	22	20236657	20236734	78	2	ENSG00000221039	4797	100302118	MIR1286	microRNA 1286	4797
chr19	11491347	11492516	1170	*	35.0364	35.0364	0	not	6	3' UTR	19	11488236	11495018	6783	2	ENSG00000187266	2502	2057	EPOR	erythropoietin receptor	2502
chr9	133587642	133588937	1296	*	35.0367	35.0367	2	overlapTSS	6	Promoter (<=1kb)	9	133589333	133763062	173730	1	ENSG00000097007	-396	25	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	396
chr1	11828568	11829691	1124	*	35.037	35.037	0	not	6	Exon (ENST00000484153/ENSG00000215910, exon 4 of 9)	1	11821844	11849642	27799	1	ENSG00000215910	6724	284498	C1orf167	chromosome 1 open reading frame 167	6724
chr5	1724843	1725996	1154	*	35.0385	35.0385	1	overlapTSS	6	Promoter (<=1kb)	5	1725264	1728287	3024	1	ENSG00000260066	0	NA	NA	NA	0
chr10	5528309	5529570	1262	*	35.0389	35.0389	0	not	6	Distal Intergenic	10	5540658	5541533	876	2	ENSG00000178372	11963	51806	CALML5	calmodulin like 5	11963
chr3	183936215	183937418	1204	*	35.0403	35.0403	0	not	6	Intron (ENST00000444495/ENSG00000145191, intron 15 of 15)	3	183948217	183960117	11901	1	ENSG00000145198	-10799	90113	VWA5B2	von Willebrand factor A domain containing 5B2	10799
chr14	35854055	35855610	1556	*	34.5051	35.0418	0	not	6	Downstream (1-2kb)	14	35857327	35858275	949	2	ENSG00000240023	2665	NA	NA	NA	2665
chr22	39649318	39650471	1154	*	35.0426	35.0426	0	not	6	Distal Intergenic	22	39656865	39657063	199	2	ENSG00000214854	6592	NA	NA	NA	6592
chr14	105046028	105046835	808	*	35.0398	35.0439	3	overlapTSS	6	Promoter (<=1kb)	14	105046021	105056852	10832	1	ENSG00000184601	7	400258	C14orf180	chromosome 14 open reading frame 180	7
chr12	50898073	50899394	1322	*	35.0451	35.0451	1	overlapTSS	6	Promoter (<=1kb)	12	50898768	51142450	243683	1	ENSG00000066084	0	57609	DIP2B	disco interacting protein 2 homolog B	0
chr3	32147553	32148524	972	*	35.046	35.046	1	overlapTSS	6	Promoter (<=1kb)	3	32147181	32210205	63025	1	ENSG00000152642	372	23171	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	372
chrX	117479468	117480801	1334	*	35.046	35.046	3	overlapTSS	6	Promoter (<=1kb)	23	117480036	117583924	103889	1	ENSG00000131725	0	54521	WDR44	WD repeat domain 44	0
chr2	88990786	88991581	796	*	35.0502	35.0502	2	overlapTSS	6	Promoter (<=1kb)	2	88991162	89050452	59291	1	ENSG00000153574	0	22934	RPIA	ribose 5-phosphate isomerase A	0
chr6	44186809	44187944	1136	*	34.5801	35.0506	4	overlapTSS	6	Promoter (<=1kb)	6	44187242	44201888	14647	1	ENSG00000112759	0	2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	0
chr8	9761573	9762680	1108	*	35.0532	35.0532	0	not	6	Promoter (<=1kb)	8	9757574	9762876	5303	2	ENSG00000253230	196	157627	LINC00599	long intergenic non-protein coding RNA 599	196
